E:\fl-experiment\.venv\Lib\site-packages\torch\cuda\__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
2026-09-24 20:09:21,251 fedbase.py run [line:316] INFO Eval Time Cost:               1.4378s
2026-09-24 20:09:21,260 asyncbase.py iterate [line:68] INFO Select clients [np.int64(7), np.int64(14), np.int64(12)] at time 16.
2026-09-24 20:09:22,179 asyncbase.py iterate [line:73] INFO Receive new models from clients [3] at time 16
2026-09-24 20:09:22,200 fedbase.py run [line:311] INFO --------------Round 15--------------
2026-09-24 20:09:22,200 simple_logger.py log_once [line:14] INFO Current_time:16
2026-09-24 20:09:23,647 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1009
2026-09-24 20:09:23,647 simple_logger.py log_once [line:28] INFO test_loss                     7.2969
2026-09-24 20:09:23,647 simple_logger.py log_once [line:28] INFO val_accuracy                  0.0999
2026-09-24 20:09:23,647 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.0994
2026-09-24 20:09:23,647 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2889
2026-09-24 20:09:23,647 simple_logger.py log_once [line:28] INFO val_loss                      7.3334
2026-09-24 20:09:23,647 simple_logger.py log_once [line:28] INFO mean_val_loss                 7.3395
2026-09-24 20:09:23,647 simple_logger.py log_once [line:28] INFO std_val_loss                  4.7147
2026-09-24 20:09:23,647 fedbase.py run [line:316] INFO Eval Time Cost:               1.4471s
2026-09-24 20:09:23,656 asyncbase.py iterate [line:73] INFO Receive new models from clients [7, 14, 16] at time 17
2026-09-24 20:09:23,705 fedbase.py run [line:311] INFO --------------Round 16--------------
2026-09-24 20:09:23,705 simple_logger.py log_once [line:14] INFO Current_time:17
2026-09-24 20:09:25,141 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1009
2026-09-24 20:09:25,141 simple_logger.py log_once [line:28] INFO test_loss                     13.5561
2026-09-24 20:09:25,141 simple_logger.py log_once [line:28] INFO val_accuracy                  0.0999
2026-09-24 20:09:25,142 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.0994
2026-09-24 20:09:25,142 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2889
2026-09-24 20:09:25,142 simple_logger.py log_once [line:28] INFO val_loss                      13.6213
2026-09-24 20:09:25,142 simple_logger.py log_once [line:28] INFO mean_val_loss                 13.6310
2026-09-24 20:09:25,142 simple_logger.py log_once [line:28] INFO std_val_loss                  7.7379
2026-09-24 20:09:25,142 fedbase.py run [line:316] INFO Eval Time Cost:               1.4365s
2026-09-24 20:09:25,150 asyncbase.py iterate [line:68] INFO Select clients [np.int64(19), np.int64(13), np.int64(2)] at time 18.
2026-09-24 20:09:26,069 asyncbase.py iterate [line:73] INFO Receive new models from clients [12, 17, 13] at time 18
2026-09-24 20:09:26,118 fedbase.py run [line:311] INFO --------------Round 17--------------
2026-09-24 20:09:26,118 simple_logger.py log_once [line:14] INFO Current_time:18
2026-09-24 20:09:27,565 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1010
2026-09-24 20:09:27,565 simple_logger.py log_once [line:28] INFO test_loss                     3.9685
2026-09-24 20:09:27,565 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1020
2026-09-24 20:09:27,565 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1016
2026-09-24 20:09:27,565 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2730
2026-09-24 20:09:27,565 simple_logger.py log_once [line:28] INFO val_loss                      3.9557
2026-09-24 20:09:27,565 simple_logger.py log_once [line:28] INFO mean_val_loss                 3.9568
2026-09-24 20:09:27,565 simple_logger.py log_once [line:28] INFO std_val_loss                  1.3737
2026-09-24 20:09:27,566 fedbase.py run [line:316] INFO Eval Time Cost:               1.4475s
2026-09-24 20:09:27,574 asyncbase.py iterate [line:68] INFO Select clients [np.int64(5), np.int64(11), np.int64(9), np.int64(15)] at time 19.
2026-09-24 20:09:28,786 asyncbase.py iterate [line:73] INFO Receive new models from clients [2, 11] at time 19
2026-09-24 20:09:28,829 fedbase.py run [line:311] INFO --------------Round 18--------------
2026-09-24 20:09:28,829 simple_logger.py log_once [line:14] INFO Current_time:19
2026-09-24 20:09:30,266 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1010
2026-09-24 20:09:30,266 simple_logger.py log_once [line:28] INFO test_loss                     5.5721
2026-09-24 20:09:30,266 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1020
2026-09-24 20:09:30,266 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1016
2026-09-24 20:09:30,266 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2730
2026-09-24 20:09:30,266 simple_logger.py log_once [line:28] INFO val_loss                      5.5166
2026-09-24 20:09:30,266 simple_logger.py log_once [line:28] INFO mean_val_loss                 5.5146
2026-09-24 20:09:30,266 simple_logger.py log_once [line:28] INFO std_val_loss                  3.1734
2026-09-24 20:09:30,266 fedbase.py run [line:316] INFO Eval Time Cost:               1.4373s
2026-09-24 20:09:30,275 asyncbase.py iterate [line:68] INFO Select clients [np.int64(6)] at time 20.
2026-09-24 20:09:30,572 asyncbase.py iterate [line:73] INFO Receive new models from clients [19] at time 20
2026-09-24 20:09:30,594 fedbase.py run [line:311] INFO --------------Round 19--------------
2026-09-24 20:09:30,594 simple_logger.py log_once [line:14] INFO Current_time:20
2026-09-24 20:09:32,032 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1028
2026-09-24 20:09:32,032 simple_logger.py log_once [line:28] INFO test_loss                     45.1152
2026-09-24 20:09:32,032 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1043
2026-09-24 20:09:32,032 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1043
2026-09-24 20:09:32,032 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2848
2026-09-24 20:09:32,032 simple_logger.py log_once [line:28] INFO val_loss                      44.6106
2026-09-24 20:09:32,032 simple_logger.py log_once [line:28] INFO mean_val_loss                 44.5960
2026-09-24 20:09:32,032 simple_logger.py log_once [line:28] INFO std_val_loss                  21.9296
2026-09-24 20:09:32,032 fedbase.py run [line:316] INFO Eval Time Cost:               1.4377s
2026-09-24 20:09:32,041 asyncbase.py iterate [line:68] INFO Select clients [np.int64(12), np.int64(7)] at time 21.
2026-09-24 20:09:32,630 asyncbase.py iterate [line:73] INFO Receive new models from clients [15, 7] at time 21
2026-09-24 20:09:32,669 fedbase.py run [line:311] INFO --------------Round 20--------------
2026-09-24 20:09:32,669 simple_logger.py log_once [line:14] INFO Current_time:21
2026-09-24 20:09:34,112 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1028
2026-09-24 20:09:34,112 simple_logger.py log_once [line:28] INFO test_loss                     2.8132
2026-09-24 20:09:34,112 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1043
2026-09-24 20:09:34,112 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1043
2026-09-24 20:09:34,112 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2848
2026-09-24 20:09:34,112 simple_logger.py log_once [line:28] INFO val_loss                      2.8036
2026-09-24 20:09:34,112 simple_logger.py log_once [line:28] INFO mean_val_loss                 2.8026
2026-09-24 20:09:34,112 simple_logger.py log_once [line:28] INFO std_val_loss                  1.1125
2026-09-24 20:09:34,112 fedbase.py run [line:316] INFO Eval Time Cost:               1.4435s
2026-09-24 20:09:34,121 asyncbase.py iterate [line:68] INFO Select clients [np.int64(3), np.int64(2)] at time 22.
2026-09-24 20:09:34,720 asyncbase.py iterate [line:73] INFO Receive new models from clients [9, 2, 5, 6] at time 22
2026-09-24 20:09:34,780 fedbase.py run [line:311] INFO --------------Round 21--------------
2026-09-24 20:09:34,780 simple_logger.py log_once [line:14] INFO Current_time:22
2026-09-24 20:09:36,221 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1028
2026-09-24 20:09:36,222 simple_logger.py log_once [line:28] INFO test_loss                     3.5485
2026-09-24 20:09:36,222 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1043
2026-09-24 20:09:36,222 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1043
2026-09-24 20:09:36,222 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2848
2026-09-24 20:09:36,222 simple_logger.py log_once [line:28] INFO val_loss                      3.5271
2026-09-24 20:09:36,222 simple_logger.py log_once [line:28] INFO mean_val_loss                 3.5244
2026-09-24 20:09:36,222 simple_logger.py log_once [line:28] INFO std_val_loss                  1.8607
2026-09-24 20:09:36,222 fedbase.py run [line:316] INFO Eval Time Cost:               1.4419s
