E:\fl-experiment\.venv\Lib\site-packages\torch\cuda\__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
2026-09-24 23:21:59,821 fedbase.py run [line:316] INFO Eval Time Cost:               1.5147s
2026-09-24 23:21:59,829 asyncbase.py iterate [line:68] INFO Select clients [np.int64(15)] at time 2.
2026-09-24 23:22:00,156 asyncbase.py iterate [line:73] INFO Receive new models from clients [7] at time 2
2026-09-24 23:22:00,182 fedbase.py run [line:311] INFO --------------Round 2--------------
2026-09-24 23:22:00,182 simple_logger.py log_once [line:14] INFO Current_time:2
2026-09-24 23:22:01,675 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1692
2026-09-24 23:22:01,675 simple_logger.py log_once [line:28] INFO test_loss                     5.7411
2026-09-24 23:22:01,675 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1739
2026-09-24 23:22:01,675 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1737
2026-09-24 23:22:01,675 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2965
2026-09-24 23:22:01,675 simple_logger.py log_once [line:28] INFO val_loss                      5.7080
2026-09-24 23:22:01,675 simple_logger.py log_once [line:28] INFO mean_val_loss                 5.7173
2026-09-24 23:22:01,675 simple_logger.py log_once [line:28] INFO std_val_loss                  3.7962
2026-09-24 23:22:01,675 fedbase.py run [line:316] INFO Eval Time Cost:               1.4934s
2026-09-24 23:22:01,684 asyncbase.py iterate [line:73] INFO Receive new models from clients [1, 19, 18] at time 3
2026-09-24 23:22:01,731 fedbase.py run [line:311] INFO --------------Round 3--------------
2026-09-24 23:22:01,731 simple_logger.py log_once [line:14] INFO Current_time:3
2026-09-24 23:22:03,260 simple_logger.py log_once [line:28] INFO test_accuracy                 0.2239
2026-09-24 23:22:03,261 simple_logger.py log_once [line:28] INFO test_loss                     6.5155
2026-09-24 23:22:03,261 simple_logger.py log_once [line:28] INFO val_accuracy                  0.2314
2026-09-24 23:22:03,261 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.2316
2026-09-24 23:22:03,261 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.3422
2026-09-24 23:22:03,261 simple_logger.py log_once [line:28] INFO val_loss                      6.4448
2026-09-24 23:22:03,261 simple_logger.py log_once [line:28] INFO mean_val_loss                 6.4608
2026-09-24 23:22:03,261 simple_logger.py log_once [line:28] INFO std_val_loss                  4.7399
2026-09-24 23:22:03,261 fedbase.py run [line:316] INFO Eval Time Cost:               1.5301s
2026-09-24 23:22:03,269 asyncbase.py iterate [line:68] INFO Select clients [np.int64(2), np.int64(7), np.int64(11), np.int64(12)] at time 4.
2026-09-24 23:22:04,528 asyncbase.py iterate [line:73] INFO Receive new models from clients [9, 12, 15] at time 4
2026-09-24 23:22:04,575 fedbase.py run [line:311] INFO --------------Round 4--------------
2026-09-24 23:22:04,575 simple_logger.py log_once [line:14] INFO Current_time:4
2026-09-24 23:22:06,071 simple_logger.py log_once [line:28] INFO test_accuracy                 0.0894
2026-09-24 23:22:06,071 simple_logger.py log_once [line:28] INFO test_loss                     2.8795
2026-09-24 23:22:06,071 simple_logger.py log_once [line:28] INFO val_accuracy                  0.0907
2026-09-24 23:22:06,071 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.0904
2026-09-24 23:22:06,071 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2536
2026-09-24 23:22:06,071 simple_logger.py log_once [line:28] INFO val_loss                      2.8734
2026-09-24 23:22:06,071 simple_logger.py log_once [line:28] INFO mean_val_loss                 2.8748
2026-09-24 23:22:06,071 simple_logger.py log_once [line:28] INFO std_val_loss                  1.0503
2026-09-24 23:22:06,071 fedbase.py run [line:316] INFO Eval Time Cost:               1.4967s
2026-09-24 23:22:06,080 asyncbase.py iterate [line:68] INFO Select clients [np.int64(16), np.int64(12), np.int64(0)] at time 5.
2026-09-24 23:22:07,034 asyncbase.py iterate [line:73] INFO Receive new models from clients [2, 11, 12] at time 6
2026-09-24 23:22:07,078 fedbase.py run [line:311] INFO --------------Round 5--------------
2026-09-24 23:22:07,078 simple_logger.py log_once [line:14] INFO Current_time:6
2026-09-24 23:22:08,569 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1493
2026-09-24 23:22:08,569 simple_logger.py log_once [line:28] INFO test_loss                     2.4027
2026-09-24 23:22:08,569 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1491
2026-09-24 23:22:08,569 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1495
2026-09-24 23:22:08,569 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2995
2026-09-24 23:22:08,569 simple_logger.py log_once [line:28] INFO val_loss                      2.3989
2026-09-24 23:22:08,569 simple_logger.py log_once [line:28] INFO mean_val_loss                 2.3989
2026-09-24 23:22:08,569 simple_logger.py log_once [line:28] INFO std_val_loss                  0.5117
2026-09-24 23:22:08,570 fedbase.py run [line:316] INFO Eval Time Cost:               1.4917s
2026-09-24 23:22:08,580 asyncbase.py iterate [line:68] INFO Select clients [np.int64(6)] at time 7.
2026-09-24 23:22:08,900 asyncbase.py iterate [line:73] INFO Receive new models from clients [7, 16, 6] at time 7
2026-09-24 23:22:08,949 fedbase.py run [line:311] INFO --------------Round 6--------------
2026-09-24 23:22:08,949 simple_logger.py log_once [line:14] INFO Current_time:7
2026-09-24 23:22:10,444 simple_logger.py log_once [line:28] INFO test_accuracy                 0.2431
2026-09-24 23:22:10,444 simple_logger.py log_once [line:28] INFO test_loss                     2.2172
2026-09-24 23:22:10,444 simple_logger.py log_once [line:28] INFO val_accuracy                  0.2452
2026-09-24 23:22:10,444 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.2457
2026-09-24 23:22:10,444 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.3741
2026-09-24 23:22:10,444 simple_logger.py log_once [line:28] INFO val_loss                      2.2149
2026-09-24 23:22:10,444 simple_logger.py log_once [line:28] INFO mean_val_loss                 2.2146
2026-09-24 23:22:10,444 simple_logger.py log_once [line:28] INFO std_val_loss                  0.1903
2026-09-24 23:22:10,444 fedbase.py run [line:316] INFO Eval Time Cost:               1.4952s
2026-09-24 23:22:10,455 asyncbase.py iterate [line:68] INFO Select clients [np.int64(1), np.int64(16), np.int64(13), np.int64(14), np.int64(19)] at time 8.
2026-09-24 23:22:12,028 asyncbase.py iterate [line:73] INFO Receive new models from clients [0] at time 8
2026-09-24 23:22:12,052 fedbase.py run [line:311] INFO --------------Round 7--------------
2026-09-24 23:22:12,052 simple_logger.py log_once [line:14] INFO Current_time:8
2026-09-24 23:22:13,548 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1032
2026-09-24 23:22:13,548 simple_logger.py log_once [line:28] INFO test_loss                     2.7454
2026-09-24 23:22:13,548 simple_logger.py log_once [line:28] INFO val_accuracy                  0.0983
2026-09-24 23:22:13,548 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.0993
2026-09-24 23:22:13,548 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2871
2026-09-24 23:22:13,548 simple_logger.py log_once [line:28] INFO val_loss                      2.7472
2026-09-24 23:22:13,548 simple_logger.py log_once [line:28] INFO mean_val_loss                 2.7448
2026-09-24 23:22:13,548 simple_logger.py log_once [line:28] INFO std_val_loss                  0.9796
2026-09-24 23:22:13,548 fedbase.py run [line:316] INFO Eval Time Cost:               1.4959s
2026-09-24 23:22:13,558 asyncbase.py iterate [line:68] INFO Select clients [np.int64(7)] at time 9.
2026-09-24 23:22:13,872 asyncbase.py iterate [line:73] INFO Receive new models from clients [19, 7] at time 9
2026-09-24 23:22:13,919 fedbase.py run [line:311] INFO --------------Round 8--------------
2026-09-24 23:22:13,919 simple_logger.py log_once [line:14] INFO Current_time:9
2026-09-24 23:22:15,445 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1919
2026-09-24 23:22:15,445 simple_logger.py log_once [line:28] INFO test_loss                     2.9788
2026-09-24 23:22:15,445 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1922
2026-09-24 23:22:15,445 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1928
2026-09-24 23:22:15,445 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.3472
2026-09-24 23:22:15,445 simple_logger.py log_once [line:28] INFO val_loss                      2.9701
2026-09-24 23:22:15,445 simple_logger.py log_once [line:28] INFO mean_val_loss                 2.9671
2026-09-24 23:22:15,445 simple_logger.py log_once [line:28] INFO std_val_loss                  1.7310
2026-09-24 23:22:15,445 fedbase.py run [line:316] INFO Eval Time Cost:               1.5260s
2026-09-24 23:22:15,455 asyncbase.py iterate [line:68] INFO Select clients [np.int64(19), np.int64(4)] at time 10.
2026-09-24 23:22:16,077 asyncbase.py iterate [line:73] INFO Receive new models from clients [1] at time 10
2026-09-24 23:22:16,104 fedbase.py run [line:311] INFO --------------Round 9--------------
2026-09-24 23:22:16,104 simple_logger.py log_once [line:14] INFO Current_time:10
2026-09-24 23:22:17,591 simple_logger.py log_once [line:28] INFO test_accuracy                 0.2004
2026-09-24 23:22:17,591 simple_logger.py log_once [line:28] INFO test_loss                     11.9492
2026-09-24 23:22:17,591 simple_logger.py log_once [line:28] INFO val_accuracy                  0.2063
2026-09-24 23:22:17,591 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.2067
2026-09-24 23:22:17,591 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.3849
2026-09-24 23:22:17,591 simple_logger.py log_once [line:28] INFO val_loss                      11.8331
2026-09-24 23:22:17,591 simple_logger.py log_once [line:28] INFO mean_val_loss                 11.8229
2026-09-24 23:22:17,591 simple_logger.py log_once [line:28] INFO std_val_loss                  7.6279
2026-09-24 23:22:17,591 fedbase.py run [line:316] INFO Eval Time Cost:               1.4874s
2026-09-24 23:22:17,600 asyncbase.py iterate [line:68] INFO Select clients [np.int64(0)] at time 11.
2026-09-24 23:22:17,907 asyncbase.py iterate [line:73] INFO Receive new models from clients [16, 14, 13] at time 11
2026-09-24 23:22:17,961 fedbase.py run [line:311] INFO --------------Round 10--------------
2026-09-24 23:22:17,961 simple_logger.py log_once [line:14] INFO Current_time:11
2026-09-24 23:22:19,451 simple_logger.py log_once [line:28] INFO test_accuracy                 0.2119
2026-09-24 23:22:19,451 simple_logger.py log_once [line:28] INFO test_loss                     10.7261
2026-09-24 23:22:19,451 simple_logger.py log_once [line:28] INFO val_accuracy                  0.2175
2026-09-24 23:22:19,451 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.2179
2026-09-24 23:22:19,451 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.3827
2026-09-24 23:22:19,451 simple_logger.py log_once [line:28] INFO val_loss                      10.6149
2026-09-24 23:22:19,451 simple_logger.py log_once [line:28] INFO mean_val_loss                 10.6125
2026-09-24 23:22:19,451 simple_logger.py log_once [line:28] INFO std_val_loss                  7.1709
2026-09-24 23:22:19,452 fedbase.py run [line:316] INFO Eval Time Cost:               1.4903s
2026-09-24 23:22:19,460 asyncbase.py iterate [line:68] INFO Select clients [np.int64(3), np.int64(7), np.int64(2)] at time 12.
2026-09-24 23:22:20,398 asyncbase.py iterate [line:73] INFO Receive new models from clients [0, 2] at time 12
2026-09-24 23:22:20,442 fedbase.py run [line:311] INFO --------------Round 11--------------
2026-09-24 23:22:20,442 simple_logger.py log_once [line:14] INFO Current_time:12
2026-09-24 23:22:21,956 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1971
2026-09-24 23:22:21,956 simple_logger.py log_once [line:28] INFO test_loss                     3.5291
2026-09-24 23:22:21,956 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1945
2026-09-24 23:22:21,956 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1956
2026-09-24 23:22:21,956 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.3637
2026-09-24 23:22:21,956 simple_logger.py log_once [line:28] INFO val_loss                      3.5227
2026-09-24 23:22:21,956 simple_logger.py log_once [line:28] INFO mean_val_loss                 3.5192
2026-09-24 23:22:21,957 simple_logger.py log_once [line:28] INFO std_val_loss                  1.8394
2026-09-24 23:22:21,957 fedbase.py run [line:316] INFO Eval Time Cost:               1.5142s
2026-09-24 23:22:21,966 asyncbase.py iterate [line:68] INFO Select clients [np.int64(13), np.int64(12)] at time 13.
2026-09-24 23:22:22,594 asyncbase.py iterate [line:73] INFO Receive new models from clients [4, 19] at time 13
2026-09-24 23:22:22,638 fedbase.py run [line:311] INFO --------------Round 12--------------
2026-09-24 23:22:22,638 simple_logger.py log_once [line:14] INFO Current_time:13
2026-09-24 23:22:24,133 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1986
2026-09-24 23:22:24,133 simple_logger.py log_once [line:28] INFO test_loss                     4.5474
2026-09-24 23:22:24,133 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1959
2026-09-24 23:22:24,133 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1969
2026-09-24 23:22:24,133 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.3652
2026-09-24 23:22:24,133 simple_logger.py log_once [line:28] INFO val_loss                      4.5303
2026-09-24 23:22:24,133 simple_logger.py log_once [line:28] INFO mean_val_loss                 4.5261
2026-09-24 23:22:24,133 simple_logger.py log_once [line:28] INFO std_val_loss                  2.5244
2026-09-24 23:22:24,133 fedbase.py run [line:316] INFO Eval Time Cost:               1.4951s
2026-09-24 23:22:24,142 asyncbase.py iterate [line:68] INFO Select clients [np.int64(5), np.int64(16)] at time 14.
2026-09-24 23:22:24,779 asyncbase.py iterate [line:73] INFO Receive new models from clients [3, 12, 7] at time 14
2026-09-24 23:22:24,833 fedbase.py run [line:311] INFO --------------Round 13--------------
2026-09-24 23:22:24,833 simple_logger.py log_once [line:14] INFO Current_time:14
2026-09-24 23:22:26,317 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1027
2026-09-24 23:22:26,317 simple_logger.py log_once [line:28] INFO test_loss                     2.4428
2026-09-24 23:22:26,317 simple_logger.py log_once [line:28] INFO val_accuracy                  0.0970
2026-09-24 23:22:26,317 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.0980
2026-09-24 23:22:26,317 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2830
2026-09-24 23:22:26,317 simple_logger.py log_once [line:28] INFO val_loss                      2.4465
2026-09-24 23:22:26,317 simple_logger.py log_once [line:28] INFO mean_val_loss                 2.4465
2026-09-24 23:22:26,317 simple_logger.py log_once [line:28] INFO std_val_loss                  0.4657
2026-09-24 23:22:26,317 fedbase.py run [line:316] INFO Eval Time Cost:               1.4837s
2026-09-24 23:22:26,325 asyncbase.py iterate [line:68] INFO Select clients [np.int64(17), np.int64(3)] at time 15.
2026-09-24 23:22:26,958 asyncbase.py iterate [line:73] INFO Receive new models from clients [5, 13] at time 15
2026-09-24 23:22:27,000 fedbase.py run [line:311] INFO --------------Round 14--------------
2026-09-24 23:22:27,000 simple_logger.py log_once [line:14] INFO Current_time:15
2026-09-24 23:22:28,492 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1132
2026-09-24 23:22:28,492 simple_logger.py log_once [line:28] INFO test_loss                     2.3591
2026-09-24 23:22:28,492 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1183
2026-09-24 23:22:28,492 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1183
2026-09-24 23:22:28,492 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2461
2026-09-24 23:22:28,492 simple_logger.py log_once [line:28] INFO val_loss                      2.3593
2026-09-24 23:22:28,492 simple_logger.py log_once [line:28] INFO mean_val_loss                 2.3589
2026-09-24 23:22:28,492 simple_logger.py log_once [line:28] INFO std_val_loss                  0.3298
2026-09-24 23:22:28,492 fedbase.py run [line:316] INFO Eval Time Cost:               1.4918s
2026-09-24 23:22:28,502 asyncbase.py iterate [line:68] INFO Select clients [np.int64(7), np.int64(14), np.int64(12)] at time 16.
2026-09-24 23:22:29,474 asyncbase.py iterate [line:73] INFO Receive new models from clients [3] at time 16
2026-09-24 23:22:29,498 fedbase.py run [line:311] INFO --------------Round 15--------------
2026-09-24 23:22:29,498 simple_logger.py log_once [line:14] INFO Current_time:16
2026-09-24 23:22:31,021 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1009
2026-09-24 23:22:31,021 simple_logger.py log_once [line:28] INFO test_loss                     3.4633
2026-09-24 23:22:31,022 simple_logger.py log_once [line:28] INFO val_accuracy                  0.0999
2026-09-24 23:22:31,022 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.0994
2026-09-24 23:22:31,022 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2889
2026-09-24 23:22:31,022 simple_logger.py log_once [line:28] INFO val_loss                      3.4727
2026-09-24 23:22:31,022 simple_logger.py log_once [line:28] INFO mean_val_loss                 3.4749
2026-09-24 23:22:31,022 simple_logger.py log_once [line:28] INFO std_val_loss                  1.6375
2026-09-24 23:22:31,022 fedbase.py run [line:316] INFO Eval Time Cost:               1.5232s
2026-09-24 23:22:31,031 asyncbase.py iterate [line:73] INFO Receive new models from clients [7, 14, 16] at time 17
2026-09-24 23:22:31,085 fedbase.py run [line:311] INFO --------------Round 16--------------
2026-09-24 23:22:31,085 simple_logger.py log_once [line:14] INFO Current_time:17
2026-09-24 23:22:32,583 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1009
2026-09-24 23:22:32,583 simple_logger.py log_once [line:28] INFO test_loss                     6.7790
2026-09-24 23:22:32,583 simple_logger.py log_once [line:28] INFO val_accuracy                  0.0999
2026-09-24 23:22:32,583 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.0994
2026-09-24 23:22:32,583 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2889
2026-09-24 23:22:32,583 simple_logger.py log_once [line:28] INFO val_loss                      6.8009
2026-09-24 23:22:32,583 simple_logger.py log_once [line:28] INFO mean_val_loss                 6.8060
2026-09-24 23:22:32,583 simple_logger.py log_once [line:28] INFO std_val_loss                  3.5026
2026-09-24 23:22:32,584 fedbase.py run [line:316] INFO Eval Time Cost:               1.4989s
2026-09-24 23:22:32,594 asyncbase.py iterate [line:68] INFO Select clients [np.int64(19), np.int64(13), np.int64(2)] at time 18.
2026-09-24 23:22:33,533 asyncbase.py iterate [line:73] INFO Receive new models from clients [12, 17, 13] at time 18
2026-09-24 23:22:33,587 fedbase.py run [line:311] INFO --------------Round 17--------------
2026-09-24 23:22:33,587 simple_logger.py log_once [line:14] INFO Current_time:18
2026-09-24 23:22:35,085 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1010
2026-09-24 23:22:35,085 simple_logger.py log_once [line:28] INFO test_loss                     2.8594
2026-09-24 23:22:35,085 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1020
2026-09-24 23:22:35,085 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1016
2026-09-24 23:22:35,085 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2730
2026-09-24 23:22:35,085 simple_logger.py log_once [line:28] INFO val_loss                      2.8583
2026-09-24 23:22:35,085 simple_logger.py log_once [line:28] INFO mean_val_loss                 2.8586
2026-09-24 23:22:35,085 simple_logger.py log_once [line:28] INFO std_val_loss                  0.8704
2026-09-24 23:22:35,085 fedbase.py run [line:316] INFO Eval Time Cost:               1.4978s
2026-09-24 23:22:35,095 asyncbase.py iterate [line:68] INFO Select clients [np.int64(5), np.int64(11), np.int64(9), np.int64(15)] at time 19.
2026-09-24 23:22:36,347 asyncbase.py iterate [line:73] INFO Receive new models from clients [2, 11] at time 19
2026-09-24 23:22:36,394 fedbase.py run [line:311] INFO --------------Round 18--------------
2026-09-24 23:22:36,394 simple_logger.py log_once [line:14] INFO Current_time:19
2026-09-24 23:22:37,892 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1010
2026-09-24 23:22:37,892 simple_logger.py log_once [line:28] INFO test_loss                     6.3766
2026-09-24 23:22:37,892 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1020
2026-09-24 23:22:37,892 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1016
2026-09-24 23:22:37,892 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2730
2026-09-24 23:22:37,892 simple_logger.py log_once [line:28] INFO val_loss                      6.3676
2026-09-24 23:22:37,892 simple_logger.py log_once [line:28] INFO mean_val_loss                 6.3629
2026-09-24 23:22:37,892 simple_logger.py log_once [line:28] INFO std_val_loss                  2.9927
2026-09-24 23:22:37,892 fedbase.py run [line:316] INFO Eval Time Cost:               1.4977s
2026-09-24 23:22:37,900 asyncbase.py iterate [line:68] INFO Select clients [np.int64(6)] at time 20.
2026-09-24 23:22:38,217 asyncbase.py iterate [line:73] INFO Receive new models from clients [19] at time 20
2026-09-24 23:22:38,241 fedbase.py run [line:311] INFO --------------Round 19--------------
2026-09-24 23:22:38,241 simple_logger.py log_once [line:14] INFO Current_time:20
2026-09-24 23:22:39,729 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1028
2026-09-24 23:22:39,729 simple_logger.py log_once [line:28] INFO test_loss                     25.4391
2026-09-24 23:22:39,729 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1043
2026-09-24 23:22:39,729 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1043
2026-09-24 23:22:39,729 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2848
2026-09-24 23:22:39,729 simple_logger.py log_once [line:28] INFO val_loss                      25.4149
2026-09-24 23:22:39,729 simple_logger.py log_once [line:28] INFO mean_val_loss                 25.4044
2026-09-24 23:22:39,729 simple_logger.py log_once [line:28] INFO std_val_loss                  9.5472
2026-09-24 23:22:39,729 fedbase.py run [line:316] INFO Eval Time Cost:               1.4880s
2026-09-24 23:22:39,738 asyncbase.py iterate [line:68] INFO Select clients [np.int64(12), np.int64(7)] at time 21.
2026-09-24 23:22:40,358 asyncbase.py iterate [line:73] INFO Receive new models from clients [15, 7] at time 21
2026-09-24 23:22:40,397 fedbase.py run [line:311] INFO --------------Round 20--------------
2026-09-24 23:22:40,397 simple_logger.py log_once [line:14] INFO Current_time:21
2026-09-24 23:22:41,889 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1473
2026-09-24 23:22:41,889 simple_logger.py log_once [line:28] INFO test_loss                     2.2957
2026-09-24 23:22:41,889 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1383
2026-09-24 23:22:41,889 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1385
2026-09-24 23:22:41,889 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2750
2026-09-24 23:22:41,889 simple_logger.py log_once [line:28] INFO val_loss                      2.2955
2026-09-24 23:22:41,889 simple_logger.py log_once [line:28] INFO mean_val_loss                 2.2955
2026-09-24 23:22:41,889 simple_logger.py log_once [line:28] INFO std_val_loss                  0.2757
2026-09-24 23:22:41,889 fedbase.py run [line:316] INFO Eval Time Cost:               1.4915s
2026-09-24 23:22:41,898 asyncbase.py iterate [line:68] INFO Select clients [np.int64(3), np.int64(2)] at time 22.
2026-09-24 23:22:42,526 asyncbase.py iterate [line:73] INFO Receive new models from clients [9, 2, 5, 6] at time 22
2026-09-24 23:22:42,590 fedbase.py run [line:311] INFO --------------Round 21--------------
2026-09-24 23:22:42,590 simple_logger.py log_once [line:14] INFO Current_time:22
2026-09-24 23:22:44,077 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1960
2026-09-24 23:22:44,077 simple_logger.py log_once [line:28] INFO test_loss                     2.2241
2026-09-24 23:22:44,077 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1976
2026-09-24 23:22:44,077 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1981
2026-09-24 23:22:44,077 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.3617
2026-09-24 23:22:44,077 simple_logger.py log_once [line:28] INFO val_loss                      2.2232
2026-09-24 23:22:44,077 simple_logger.py log_once [line:28] INFO mean_val_loss                 2.2227
2026-09-24 23:22:44,077 simple_logger.py log_once [line:28] INFO std_val_loss                  0.5170
2026-09-24 23:22:44,078 fedbase.py run [line:316] INFO Eval Time Cost:               1.4875s
