E:\fl-experiment\.venv\Lib\site-packages\torch\cuda\__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
2026-09-24 20:15:08,162 simple_logger.py log_once [line:14] INFO Current_time:4
2026-09-24 20:15:09,628 simple_logger.py log_once [line:28] INFO test_accuracy                 0.0896
2026-09-24 20:15:09,628 simple_logger.py log_once [line:28] INFO test_loss                     2.8770
2026-09-24 20:15:09,628 simple_logger.py log_once [line:28] INFO val_accuracy                  0.0908
2026-09-24 20:15:09,628 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.0906
2026-09-24 20:15:09,628 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2537
2026-09-24 20:15:09,628 simple_logger.py log_once [line:28] INFO val_loss                      2.8711
2026-09-24 20:15:09,628 simple_logger.py log_once [line:28] INFO mean_val_loss                 2.8726
2026-09-24 20:15:09,628 simple_logger.py log_once [line:28] INFO std_val_loss                  1.0486
2026-09-24 20:15:09,628 fedbase.py run [line:316] INFO Eval Time Cost:               1.4661s
2026-09-24 20:15:09,636 asyncbase.py iterate [line:68] INFO Select clients [np.int64(16), np.int64(12), np.int64(0)] at time 5.
2026-09-24 20:15:10,560 asyncbase.py iterate [line:73] INFO Receive new models from clients [2, 11, 12] at time 6
2026-09-24 20:15:10,607 fedbase.py run [line:311] INFO --------------Round 5--------------
2026-09-24 20:15:10,607 simple_logger.py log_once [line:14] INFO Current_time:6
2026-09-24 20:15:12,063 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1025
2026-09-24 20:15:12,063 simple_logger.py log_once [line:28] INFO test_loss                     2.3528
2026-09-24 20:15:12,063 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1027
2026-09-24 20:15:12,063 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1026
2026-09-24 20:15:12,063 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2573
2026-09-24 20:15:12,063 simple_logger.py log_once [line:28] INFO val_loss                      2.3495
2026-09-24 20:15:12,063 simple_logger.py log_once [line:28] INFO mean_val_loss                 2.3493
2026-09-24 20:15:12,063 simple_logger.py log_once [line:28] INFO std_val_loss                  0.4310
2026-09-24 20:15:12,063 fedbase.py run [line:316] INFO Eval Time Cost:               1.4562s
2026-09-24 20:15:12,073 asyncbase.py iterate [line:68] INFO Select clients [np.int64(6)] at time 7.
2026-09-24 20:15:12,376 asyncbase.py iterate [line:73] INFO Receive new models from clients [7, 16, 6] at time 7
2026-09-24 20:15:12,442 fedbase.py run [line:311] INFO --------------Round 6--------------
2026-09-24 20:15:12,442 simple_logger.py log_once [line:14] INFO Current_time:7
2026-09-24 20:15:13,923 simple_logger.py log_once [line:28] INFO test_accuracy                 0.0892
2026-09-24 20:15:13,924 simple_logger.py log_once [line:28] INFO test_loss                     2.2914
2026-09-24 20:15:13,924 simple_logger.py log_once [line:28] INFO val_accuracy                  0.0907
2026-09-24 20:15:13,924 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.0904
2026-09-24 20:15:13,924 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2536
2026-09-24 20:15:13,924 simple_logger.py log_once [line:28] INFO val_loss                      2.2895
2026-09-24 20:15:13,924 simple_logger.py log_once [line:28] INFO mean_val_loss                 2.2896
2026-09-24 20:15:13,924 simple_logger.py log_once [line:28] INFO std_val_loss                  0.1517
2026-09-24 20:15:13,924 fedbase.py run [line:316] INFO Eval Time Cost:               1.4822s
2026-09-24 20:15:13,934 asyncbase.py iterate [line:68] INFO Select clients [np.int64(1), np.int64(16), np.int64(13), np.int64(14), np.int64(19)] at time 8.
2026-09-24 20:15:15,447 asyncbase.py iterate [line:73] INFO Receive new models from clients [0] at time 8
2026-09-24 20:15:15,473 fedbase.py run [line:311] INFO --------------Round 7--------------
2026-09-24 20:15:15,473 simple_logger.py log_once [line:14] INFO Current_time:8
2026-09-24 20:15:16,929 simple_logger.py log_once [line:28] INFO test_accuracy                 0.2001
2026-09-24 20:15:16,929 simple_logger.py log_once [line:28] INFO test_loss                     2.1927
2026-09-24 20:15:16,929 simple_logger.py log_once [line:28] INFO val_accuracy                  0.2036
2026-09-24 20:15:16,929 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.2039
2026-09-24 20:15:16,929 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.3745
2026-09-24 20:15:16,929 simple_logger.py log_once [line:28] INFO val_loss                      2.1939
2026-09-24 20:15:16,929 simple_logger.py log_once [line:28] INFO mean_val_loss                 2.1934
2026-09-24 20:15:16,929 simple_logger.py log_once [line:28] INFO std_val_loss                  0.2156
2026-09-24 20:15:16,930 fedbase.py run [line:316] INFO Eval Time Cost:               1.4563s
2026-09-24 20:15:16,940 asyncbase.py iterate [line:68] INFO Select clients [np.int64(7)] at time 9.
2026-09-24 20:15:17,239 asyncbase.py iterate [line:73] INFO Receive new models from clients [19, 7] at time 9
2026-09-24 20:15:17,286 fedbase.py run [line:311] INFO --------------Round 8--------------
2026-09-24 20:15:17,286 simple_logger.py log_once [line:14] INFO Current_time:9
2026-09-24 20:15:18,724 simple_logger.py log_once [line:28] INFO test_accuracy                 0.2100
2026-09-24 20:15:18,725 simple_logger.py log_once [line:28] INFO test_loss                     2.7472
2026-09-24 20:15:18,725 simple_logger.py log_once [line:28] INFO val_accuracy                  0.2098
2026-09-24 20:15:18,725 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.2101
2026-09-24 20:15:18,725 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.3594
2026-09-24 20:15:18,725 simple_logger.py log_once [line:28] INFO val_loss                      2.7429
2026-09-24 20:15:18,725 simple_logger.py log_once [line:28] INFO mean_val_loss                 2.7411
2026-09-24 20:15:18,725 simple_logger.py log_once [line:28] INFO std_val_loss                  1.5697
2026-09-24 20:15:18,725 fedbase.py run [line:316] INFO Eval Time Cost:               1.4390s
2026-09-24 20:15:18,733 asyncbase.py iterate [line:68] INFO Select clients [np.int64(19), np.int64(4)] at time 10.
2026-09-24 20:15:19,338 asyncbase.py iterate [line:73] INFO Receive new models from clients [1] at time 10
2026-09-24 20:15:19,364 fedbase.py run [line:311] INFO --------------Round 9--------------
2026-09-24 20:15:19,364 simple_logger.py log_once [line:14] INFO Current_time:10
2026-09-24 20:15:20,804 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1689
2026-09-24 20:15:20,804 simple_logger.py log_once [line:28] INFO test_loss                     12.4565
2026-09-24 20:15:20,804 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1699
2026-09-24 20:15:20,804 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1702
2026-09-24 20:15:20,804 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.3342
2026-09-24 20:15:20,804 simple_logger.py log_once [line:28] INFO val_loss                      12.3544
2026-09-24 20:15:20,804 simple_logger.py log_once [line:28] INFO mean_val_loss                 12.3542
2026-09-24 20:15:20,804 simple_logger.py log_once [line:28] INFO std_val_loss                  6.5035
2026-09-24 20:15:20,804 fedbase.py run [line:316] INFO Eval Time Cost:               1.4402s
2026-09-24 20:15:20,812 asyncbase.py iterate [line:68] INFO Select clients [np.int64(0)] at time 11.
2026-09-24 20:15:21,107 asyncbase.py iterate [line:73] INFO Receive new models from clients [16, 14, 13] at time 11
2026-09-24 20:15:21,164 fedbase.py run [line:311] INFO --------------Round 10--------------
2026-09-24 20:15:21,164 simple_logger.py log_once [line:14] INFO Current_time:11
2026-09-24 20:15:22,623 simple_logger.py log_once [line:28] INFO test_accuracy                 0.0958
2026-09-24 20:15:22,623 simple_logger.py log_once [line:28] INFO test_loss                     32.7289
2026-09-24 20:15:22,623 simple_logger.py log_once [line:28] INFO val_accuracy                  0.0981
2026-09-24 20:15:22,623 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.0983
2026-09-24 20:15:22,624 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2826
2026-09-24 20:15:22,624 simple_logger.py log_once [line:28] INFO val_loss                      32.5284
2026-09-24 20:15:22,624 simple_logger.py log_once [line:28] INFO mean_val_loss                 32.5422
2026-09-24 20:15:22,624 simple_logger.py log_once [line:28] INFO std_val_loss                  15.0947
2026-09-24 20:15:22,624 fedbase.py run [line:316] INFO Eval Time Cost:               1.4598s
2026-09-24 20:15:22,632 asyncbase.py iterate [line:68] INFO Select clients [np.int64(3), np.int64(7), np.int64(2)] at time 12.
2026-09-24 20:15:23,531 asyncbase.py iterate [line:73] INFO Receive new models from clients [0, 2] at time 12
2026-09-24 20:15:23,578 fedbase.py run [line:311] INFO --------------Round 11--------------
2026-09-24 20:15:23,578 simple_logger.py log_once [line:14] INFO Current_time:12
2026-09-24 20:15:25,026 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1028
2026-09-24 20:15:25,026 simple_logger.py log_once [line:28] INFO test_loss                     6.9112
2026-09-24 20:15:25,026 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1043
2026-09-24 20:15:25,026 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1043
2026-09-24 20:15:25,026 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2848
2026-09-24 20:15:25,026 simple_logger.py log_once [line:28] INFO val_loss                      6.9153
2026-09-24 20:15:25,026 simple_logger.py log_once [line:28] INFO mean_val_loss                 6.9129
2026-09-24 20:15:25,026 simple_logger.py log_once [line:28] INFO std_val_loss                  3.7298
2026-09-24 20:15:25,026 fedbase.py run [line:316] INFO Eval Time Cost:               1.4483s
2026-09-24 20:15:25,037 asyncbase.py iterate [line:68] INFO Select clients [np.int64(13), np.int64(12)] at time 13.
2026-09-24 20:15:25,642 asyncbase.py iterate [line:73] INFO Receive new models from clients [4, 19] at time 13
2026-09-24 20:15:25,689 fedbase.py run [line:311] INFO --------------Round 12--------------
2026-09-24 20:15:25,690 simple_logger.py log_once [line:14] INFO Current_time:13
2026-09-24 20:15:27,125 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1146
2026-09-24 20:15:27,125 simple_logger.py log_once [line:28] INFO test_loss                     8.6599
2026-09-24 20:15:27,125 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1213
2026-09-24 20:15:27,125 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1212
2026-09-24 20:15:27,125 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2842
2026-09-24 20:15:27,125 simple_logger.py log_once [line:28] INFO val_loss                      8.6486
2026-09-24 20:15:27,125 simple_logger.py log_once [line:28] INFO mean_val_loss                 8.6460
2026-09-24 20:15:27,125 simple_logger.py log_once [line:28] INFO std_val_loss                  4.9129
2026-09-24 20:15:27,125 fedbase.py run [line:316] INFO Eval Time Cost:               1.4358s
2026-09-24 20:15:27,134 asyncbase.py iterate [line:68] INFO Select clients [np.int64(5), np.int64(16)] at time 14.
2026-09-24 20:15:27,733 asyncbase.py iterate [line:73] INFO Receive new models from clients [3, 12, 7] at time 14
2026-09-24 20:15:27,791 fedbase.py run [line:311] INFO --------------Round 13--------------
2026-09-24 20:15:27,791 simple_logger.py log_once [line:14] INFO Current_time:14
2026-09-24 20:15:29,238 simple_logger.py log_once [line:28] INFO test_accuracy                 0.0893
2026-09-24 20:15:29,238 simple_logger.py log_once [line:28] INFO test_loss                     2.3040
2026-09-24 20:15:29,238 simple_logger.py log_once [line:28] INFO val_accuracy                  0.0907
2026-09-24 20:15:29,238 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.0904
2026-09-24 20:15:29,238 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2536
2026-09-24 20:15:29,238 simple_logger.py log_once [line:28] INFO val_loss                      2.3045
2026-09-24 20:15:29,238 simple_logger.py log_once [line:28] INFO mean_val_loss                 2.3046
2026-09-24 20:15:29,238 simple_logger.py log_once [line:28] INFO std_val_loss                  0.1255
2026-09-24 20:15:29,238 fedbase.py run [line:316] INFO Eval Time Cost:               1.4471s
2026-09-24 20:15:29,247 asyncbase.py iterate [line:68] INFO Select clients [np.int64(17), np.int64(3)] at time 15.
2026-09-24 20:15:29,852 asyncbase.py iterate [line:73] INFO Receive new models from clients [5, 13] at time 15
2026-09-24 20:15:29,898 fedbase.py run [line:311] INFO --------------Round 14--------------
2026-09-24 20:15:29,898 simple_logger.py log_once [line:14] INFO Current_time:15
2026-09-24 20:15:31,346 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1913
2026-09-24 20:15:31,346 simple_logger.py log_once [line:28] INFO test_loss                     3.4258
2026-09-24 20:15:31,346 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1930
2026-09-24 20:15:31,346 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1928
2026-09-24 20:15:31,346 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.3519
2026-09-24 20:15:31,346 simple_logger.py log_once [line:28] INFO val_loss                      3.4215
2026-09-24 20:15:31,346 simple_logger.py log_once [line:28] INFO mean_val_loss                 3.4200
2026-09-24 20:15:31,346 simple_logger.py log_once [line:28] INFO std_val_loss                  2.4443
2026-09-24 20:15:31,346 fedbase.py run [line:316] INFO Eval Time Cost:               1.4478s
2026-09-24 20:15:31,356 asyncbase.py iterate [line:68] INFO Select clients [np.int64(7), np.int64(14), np.int64(12)] at time 16.
2026-09-24 20:15:32,273 asyncbase.py iterate [line:73] INFO Receive new models from clients [3] at time 16
2026-09-24 20:15:32,297 fedbase.py run [line:311] INFO --------------Round 15--------------
2026-09-24 20:15:32,297 simple_logger.py log_once [line:14] INFO Current_time:16
2026-09-24 20:15:33,747 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1738
2026-09-24 20:15:33,747 simple_logger.py log_once [line:28] INFO test_loss                     7.9503
2026-09-24 20:15:33,747 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1714
2026-09-24 20:15:33,747 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1708
2026-09-24 20:15:33,747 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.3134
2026-09-24 20:15:33,747 simple_logger.py log_once [line:28] INFO val_loss                      8.0515
2026-09-24 20:15:33,747 simple_logger.py log_once [line:28] INFO mean_val_loss                 8.0627
2026-09-24 20:15:33,747 simple_logger.py log_once [line:28] INFO std_val_loss                  8.8975
2026-09-24 20:15:33,747 fedbase.py run [line:316] INFO Eval Time Cost:               1.4501s
2026-09-24 20:15:33,757 asyncbase.py iterate [line:73] INFO Receive new models from clients [7, 14, 16] at time 17
2026-09-24 20:15:33,813 fedbase.py run [line:311] INFO --------------Round 16--------------
2026-09-24 20:15:33,813 simple_logger.py log_once [line:14] INFO Current_time:17
2026-09-24 20:15:35,264 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1263
2026-09-24 20:15:35,265 simple_logger.py log_once [line:28] INFO test_loss                     7.4217
2026-09-24 20:15:35,265 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1303
2026-09-24 20:15:35,265 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1293
2026-09-24 20:15:35,265 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2422
2026-09-24 20:15:35,265 simple_logger.py log_once [line:28] INFO val_loss                      7.5284
2026-09-24 20:15:35,265 simple_logger.py log_once [line:28] INFO mean_val_loss                 7.5432
2026-09-24 20:15:35,265 simple_logger.py log_once [line:28] INFO std_val_loss                  9.3901
2026-09-24 20:15:35,265 fedbase.py run [line:316] INFO Eval Time Cost:               1.4516s
2026-09-24 20:15:35,275 asyncbase.py iterate [line:68] INFO Select clients [np.int64(19), np.int64(13), np.int64(2)] at time 18.
2026-09-24 20:15:36,188 asyncbase.py iterate [line:73] INFO Receive new models from clients [12, 17, 13] at time 18
2026-09-24 20:15:36,243 fedbase.py run [line:311] INFO --------------Round 17--------------
2026-09-24 20:15:36,243 simple_logger.py log_once [line:14] INFO Current_time:18
2026-09-24 20:15:37,703 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1010
2026-09-24 20:15:37,703 simple_logger.py log_once [line:28] INFO test_loss                     16.5087
2026-09-24 20:15:37,703 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1020
2026-09-24 20:15:37,703 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1016
2026-09-24 20:15:37,703 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2730
2026-09-24 20:15:37,703 simple_logger.py log_once [line:28] INFO val_loss                      16.5653
2026-09-24 20:15:37,703 simple_logger.py log_once [line:28] INFO mean_val_loss                 16.5679
2026-09-24 20:15:37,703 simple_logger.py log_once [line:28] INFO std_val_loss                  8.0492
2026-09-24 20:15:37,703 fedbase.py run [line:316] INFO Eval Time Cost:               1.4597s
2026-09-24 20:15:37,713 asyncbase.py iterate [line:68] INFO Select clients [np.int64(5), np.int64(11), np.int64(9), np.int64(15)] at time 19.
2026-09-24 20:15:38,942 asyncbase.py iterate [line:73] INFO Receive new models from clients [2, 11] at time 19
2026-09-24 20:15:38,987 fedbase.py run [line:311] INFO --------------Round 18--------------
2026-09-24 20:15:38,987 simple_logger.py log_once [line:14] INFO Current_time:19
2026-09-24 20:15:40,431 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1010
2026-09-24 20:15:40,431 simple_logger.py log_once [line:28] INFO test_loss                     417.9633
2026-09-24 20:15:40,431 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1020
2026-09-24 20:15:40,431 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1016
2026-09-24 20:15:40,431 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2730
2026-09-24 20:15:40,431 simple_logger.py log_once [line:28] INFO val_loss                      417.4059
2026-09-24 20:15:40,431 simple_logger.py log_once [line:28] INFO mean_val_loss                 417.2286
2026-09-24 20:15:40,431 simple_logger.py log_once [line:28] INFO std_val_loss                  197.4310
2026-09-24 20:15:40,431 fedbase.py run [line:316] INFO Eval Time Cost:               1.4443s
2026-09-24 20:15:40,440 asyncbase.py iterate [line:68] INFO Select clients [np.int64(6)] at time 20.
2026-09-24 20:15:40,739 asyncbase.py iterate [line:73] INFO Receive new models from clients [19] at time 20
2026-09-24 20:15:40,764 fedbase.py run [line:311] INFO --------------Round 19--------------
2026-09-24 20:15:40,764 simple_logger.py log_once [line:14] INFO Current_time:20
2026-09-24 20:15:42,207 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1028
2026-09-24 20:15:42,207 simple_logger.py log_once [line:28] INFO test_loss                     366.9006
2026-09-24 20:15:42,207 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1043
2026-09-24 20:15:42,207 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1043
2026-09-24 20:15:42,207 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2848
2026-09-24 20:15:42,207 simple_logger.py log_once [line:28] INFO val_loss                      365.6669
2026-09-24 20:15:42,207 simple_logger.py log_once [line:28] INFO mean_val_loss                 365.4555
2026-09-24 20:15:42,207 simple_logger.py log_once [line:28] INFO std_val_loss                  214.4498
2026-09-24 20:15:42,207 fedbase.py run [line:316] INFO Eval Time Cost:               1.4429s
2026-09-24 20:15:42,215 asyncbase.py iterate [line:68] INFO Select clients [np.int64(12), np.int64(7)] at time 21.
2026-09-24 20:15:42,810 asyncbase.py iterate [line:73] INFO Receive new models from clients [15, 7] at time 21
2026-09-24 20:15:42,846 fedbase.py run [line:311] INFO --------------Round 20--------------
2026-09-24 20:15:42,846 simple_logger.py log_once [line:14] INFO Current_time:21
2026-09-24 20:15:44,291 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1078
2026-09-24 20:15:44,292 simple_logger.py log_once [line:28] INFO test_loss                     2.5583
2026-09-24 20:15:44,292 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1121
2026-09-24 20:15:44,292 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1121
2026-09-24 20:15:44,292 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2812
2026-09-24 20:15:44,292 simple_logger.py log_once [line:28] INFO val_loss                      2.5380
2026-09-24 20:15:44,292 simple_logger.py log_once [line:28] INFO mean_val_loss                 2.5376
2026-09-24 20:15:44,292 simple_logger.py log_once [line:28] INFO std_val_loss                  1.2419
2026-09-24 20:15:44,292 fedbase.py run [line:316] INFO Eval Time Cost:               1.4462s
2026-09-24 20:15:44,301 asyncbase.py iterate [line:68] INFO Select clients [np.int64(3), np.int64(2)] at time 22.
2026-09-24 20:15:44,901 asyncbase.py iterate [line:73] INFO Receive new models from clients [9, 2, 5, 6] at time 22
2026-09-24 20:15:44,967 fedbase.py run [line:311] INFO --------------Round 21--------------
2026-09-24 20:15:44,967 simple_logger.py log_once [line:14] INFO Current_time:22
2026-09-24 20:15:46,428 simple_logger.py log_once [line:28] INFO test_accuracy                 0.1028
2026-09-24 20:15:46,429 simple_logger.py log_once [line:28] INFO test_loss                     366.9007
2026-09-24 20:15:46,429 simple_logger.py log_once [line:28] INFO val_accuracy                  0.1043
2026-09-24 20:15:46,429 simple_logger.py log_once [line:28] INFO mean_val_accuracy             0.1043
2026-09-24 20:15:46,429 simple_logger.py log_once [line:28] INFO std_val_accuracy              0.2848
2026-09-24 20:15:46,429 simple_logger.py log_once [line:28] INFO val_loss                      365.6669
2026-09-24 20:15:46,429 simple_logger.py log_once [line:28] INFO mean_val_loss                 365.4555
2026-09-24 20:15:46,429 simple_logger.py log_once [line:28] INFO std_val_loss                  214.4498
2026-09-24 20:15:46,429 fedbase.py run [line:316] INFO Eval Time Cost:               1.4619s
